review_id,order_id,product_id,user_id,rating,review_text,review_date
16938,7822,176,9465,4,Color was different from images.,2025-09-07T12:57:22.572
33779,15516,1463,1100,1,"Not as expected, quality is poor.",2024-11-29T06:59:57.648
14165,6522,568,5401,2,Works perfectly!,2024-02-06T13:04:44.001
30364,13945,643,160,5,Value for money.,2025-09-14T15:18:08.167
39371,18053,1107,6697,5,Decent product for the price.,2025-05-19T00:35:59.302
968,432,98,6937,4,Fast shipping and good packaging.,2025-04-07T08:36:17.087
793,355,771,8572,4,"Excellent product, will buy again.",2024-08-31T10:19:56.055
27294,12553,321,1744,4,Works perfectly!,2025-09-10T09:15:47.683
29282,13463,1196,3076,4,Color was different from images.,2024-05-14T16:34:27.666
30052,13810,1479,3692,5,Decent product for the price.,2025-06-04T20:39:00.799
17628,8141,1992,8089,2,Value for money.,2025-02-23T11:02:44.872
14197,6534,350,3827,4,"Excellent product, will buy again.",2025-09-19T11:55:44.340
15751,7272,1052,4039,4,Decent product for the price.,2024-01-07T06:36:33.174
19604,9066,58,6210,4,"Excellent product, will buy again.",2024-11-10T19:07:32.546
26749,12310,334,1563,3,Decent product for the price.,2025-10-08T15:22:28.583
416,185,388,4717,5,Value for money.,2025-06-21T18:32:56.725
40771,18692,1503,5015,3,"Excellent product, will buy again.",2025-01-10T22:05:13.338
12392,5694,459,3171,2,Highly recommend this brand.,2025-06-06T00:09:20.503
35159,16152,289,7876,4,Decent product for the price.,2024-03-03T00:26:27.204
31826,14616,684,3351,4,"Excellent product, will buy again.",2024-05-09T05:49:12.120
24341,11233,1290,1731,2,Customer service was helpful.,2024-08-25T18:53:16.503
17503,8086,1345,1099,3,Decent product for the price.,2024-04-27T14:16:59.058
24198,11167,105,2775,4,Decent product for the price.,2024-01-24T09:36:53.366
2353,1082,19,251,3,Value for money.,2025-09-09T13:47:19.499
8368,3829,1062,9150,5,Value for money.,2024-03-17T22:37:17.068
22237,10272,15,711,3,"Excellent product, will buy again.",2024-11-22T12:44:03.557
40749,18682,42,7680,4,Customer service was helpful.,2024-02-15T07:16:17.001
5297,2412,582,6575,3,Value for money.,2024-11-15T08:20:08.834
34082,15644,645,5944,4,Works perfectly!,2024-01-26T21:51:04.435
13354,6143,212,7455,3,Value for money.,2024-08-03T07:27:23.819
26730,12301,629,8615,2,"Not as expected, quality is poor.",2024-11-24T12:39:14.310
16011,7395,1796,4282,2,"Excellent product, will buy again.",2024-03-31T10:59:06.690
2226,1030,637,220,4,Customer service was helpful.,2025-01-04T00:03:38.625
25182,11622,678,4782,5,Item arrived damaged.,2025-05-09T13:20:17.303
37668,17286,1379,1133,5,Value for money.,2024-04-28T11:09:15.146
13410,6171,402,1157,3,Fast shipping and good packaging.,2024-04-11T21:09:36.298
4531,2068,1983,4810,5,Works perfectly!,2024-01-12T16:37:59.492
7031,3187,1323,7687,3,Item arrived damaged.,2025-06-06T15:53:03.056
14212,6542,1322,2874,4,Highly recommend this brand.,2025-08-12T07:58:37.516
8801,4028,1626,2471,4,Customer service was helpful.,2025-10-26T00:08:30.121
26141,12042,1322,3734,4,"Not as expected, quality is poor.",2024-04-25T01:06:19.524
5385,2449,1679,8197,2,Fast shipping and good packaging.,2024-12-30T12:06:49.828
33107,15209,2,7111,1,"Excellent product, will buy again.",2024-12-26T01:04:36.923
18599,8593,583,6034,3,Value for money.,2024-02-18T23:00:18.799
5799,2631,279,1824,3,Highly recommend this brand.,2025-02-19T08:58:49.286
20607,9528,1002,9655,5,Customer service was helpful.,2025-07-10T13:41:53.816
12540,5761,1389,4942,3,Value for money.,2024-03-02T13:30:40.670
4007,1824,515,216,3,Customer service was helpful.,2024-02-22T11:11:19.145
12628,5800,134,6866,4,Customer service was helpful.,2024-11-30T21:26:33.069
2660,1223,84,4951,3,"Excellent product, will buy again.",2024-10-29T14:37:56.604
32029,14711,1466,4130,4,Value for money.,2024-03-25T15:40:22.740
38125,17484,97,5640,2,Works perfectly!,2025-07-29T07:52:04.394
28669,13190,1130,345,4,"Not as expected, quality is poor.",2024-02-27T19:35:28.187
18176,8398,982,2740,4,"Excellent product, will buy again.",2024-10-21T07:33:36.193
5728,2602,41,8646,4,"Excellent product, will buy again.",2025-06-06T19:17:23.939
21106,9756,1569,1431,5,Value for money.,2024-08-17T23:01:58.632
20269,9367,35,5828,4,Value for money.,2025-09-05T03:02:23.370
12624,5799,1719,1543,3,Highly recommend this brand.,2025-10-07T16:28:18.408
7976,3650,494,9512,3,Customer service was helpful.,2024-03-09T01:13:29.687
28782,13237,521,1829,2,Decent product for the price.,2025-09-26T22:06:39.298
39334,18038,1461,9571,4,Value for money.,2024-12-03T07:29:22.939
27325,12564,261,9140,5,Works perfectly!,2025-03-09T22:55:28.371
26893,12370,445,7610,3,Highly recommend this brand.,2025-09-17T05:29:42.293
14088,6485,1319,3438,2,Customer service was helpful.,2024-12-18T03:17:01.288
24402,11258,699,193,4,Customer service was helpful.,2024-05-04T08:36:05.326
40521,18573,1069,2464,2,Decent product for the price.,2024-11-05T23:03:25.577
39792,18251,1869,1620,4,Decent product for the price.,2024-07-29T22:15:20.298
19081,8811,1181,8708,3,Fast shipping and good packaging.,2025-08-08T01:46:29.521
2988,1365,390,4066,2,Works perfectly!,2024-10-06T03:43:03.751
14072,6478,460,5951,3,Customer service was helpful.,2025-01-09T17:39:17.454
2580,1187,1385,2028,3,Item arrived damaged.,2025-10-26T22:18:57.075
33602,15438,341,2731,3,Fast shipping and good packaging.,2024-01-26T12:21:05.281
1335,601,1476,8353,3,Value for money.,2025-10-01T16:32:16.274
2873,1316,1387,3201,4,Color was different from images.,2025-01-31T22:25:56.481
8263,3778,1635,4174,3,"Excellent product, will buy again.",2024-12-06T12:59:53.429
10463,4817,1235,5602,3,Fast shipping and good packaging.,2025-01-16T09:35:43.592
6095,2757,1321,9618,4,Value for money.,2024-05-20T23:02:49.605
34037,15625,126,4404,3,Value for money.,2024-04-28T06:52:58.220
6827,3092,1491,8452,1,Item arrived damaged.,2025-02-28T18:48:22.369
32858,15082,1981,8105,4,"Excellent product, will buy again.",2025-02-04T17:41:53.319
10724,4936,61,2295,5,Decent product for the price.,2024-07-20T01:34:41.679
28053,12902,1953,2264,2,"Excellent product, will buy again.",2025-08-10T01:00:38.683
38297,17554,129,1093,5,Highly recommend this brand.,2025-02-28T00:27:56.426
22956,10593,296,3906,4,Highly recommend this brand.,2024-10-16T11:32:46.010
40814,18710,1051,4439,3,"Excellent product, will buy again.",2024-08-20T02:01:33.059
6207,2807,1577,747,4,"Excellent product, will buy again.",2024-08-15T09:32:02.545
14078,6480,1955,8452,3,Fast shipping and good packaging.,2024-05-08T03:26:04.119
7271,3305,1441,7433,4,Highly recommend this brand.,2025-11-13T23:33:11.630
4836,2200,531,4417,2,Decent product for the price.,2024-04-06T01:34:52.602
26097,12017,511,9411,3,"Not as expected, quality is poor.",2024-03-14T23:34:58.459
26214,12076,133,9553,4,Highly recommend this brand.,2024-04-27T11:23:17.423
40481,18556,1427,5788,4,"Not as expected, quality is poor.",2024-10-27T14:49:34.654
24231,11183,1227,6141,5,Works perfectly!,2025-10-18T04:46:48.614
35991,16531,1525,7768,3,"Excellent product, will buy again.",2024-03-03T05:59:44.439
28297,13010,569,8103,3,Color was different from images.,2025-11-06T12:53:11.079
38548,17666,261,4531,5,Decent product for the price.,2024-10-28T01:35:59.775
36006,16537,497,2355,5,Works perfectly!,2024-12-25T20:57:18.567
17054,7878,1417,1453,4,Value for money.,2024-11-16T05:21:56.876
34567,15867,579,2880,4,Item arrived damaged.,2024-03-21T20:17:48.879
34475,15828,954,1220,4,Color was different from images.,2025-07-10T15:15:39.883
42437,19488,1769,1255,4,"Excellent product, will buy again.",2024-11-14T07:10:48.168
2267,1048,1970,3892,2,Decent product for the price.,2025-04-09T09:18:43.441
11369,5231,1666,7625,3,Decent product for the price.,2025-08-31T22:42:35.176
39689,18199,478,6142,3,Decent product for the price.,2025-03-21T09:06:09.550
31364,14400,9,8275,3,Customer service was helpful.,2025-08-14T20:44:11.451
3222,1457,719,8080,1,Works perfectly!,2024-10-13T20:21:17.805
10263,4724,489,6978,5,Customer service was helpful.,2025-02-17T12:19:22.908
4085,1863,164,3498,2,Value for money.,2024-10-23T05:12:25.076
30387,13954,1852,9137,4,"Excellent product, will buy again.",2025-07-28T22:55:10.874
8412,3848,928,6764,5,Decent product for the price.,2025-03-28T17:45:51.994
12455,5723,1048,1938,4,Works perfectly!,2025-04-26T05:55:57.330
12076,5555,893,2124,2,"Not as expected, quality is poor.",2025-01-24T08:43:35.803
43388,19943,1690,2205,4,Works perfectly!,2025-06-20T18:49:59.405
24612,11358,1642,9766,4,"Not as expected, quality is poor.",2025-04-11T22:52:40.139
15346,7074,70,2707,4,Value for money.,2025-07-17T02:10:48.386
31265,14359,1115,8870,3,Value for money.,2024-11-06T00:53:12.479
21343,9867,1151,3035,4,Decent product for the price.,2024-06-11T09:03:14.129
37381,17160,999,5178,2,Color was different from images.,2024-06-25T11:24:59.937
24141,11139,751,6287,2,Color was different from images.,2024-10-14T19:46:00.848
35821,16453,203,1352,4,"Excellent product, will buy again.",2024-03-08T10:31:32.773
5440,2483,1649,1592,4,"Excellent product, will buy again.",2025-01-19T06:07:28.431
35206,16170,675,336,5,Customer service was helpful.,2024-11-26T21:52:14.266
6508,2942,468,4759,2,Customer service was helpful.,2024-12-14T16:14:49.573
36518,16766,117,7691,3,Customer service was helpful.,2025-01-21T06:09:48.638
18839,8702,954,9918,5,Highly recommend this brand.,2024-11-04T02:12:00.235
1511,680,1362,5814,4,Item arrived damaged.,2024-06-22T13:25:26.042
15405,7104,112,5557,4,Customer service was helpful.,2024-05-19T08:18:37.495
22665,10468,634,4629,4,Item arrived damaged.,2024-12-14T23:45:20.015
16828,7771,392,7618,3,"Not as expected, quality is poor.",2025-05-31T19:38:31.669
22406,10350,958,5052,3,"Not as expected, quality is poor.",2024-01-04T06:50:01.686
17280,7980,1220,6252,5,Highly recommend this brand.,2025-09-27T09:48:12.056
21354,9871,320,2212,4,"Not as expected, quality is poor.",2025-10-01T23:01:58.379
28389,13055,223,7759,3,Works perfectly!,2024-04-13T13:17:29.836
13692,6303,1086,2473,4,Customer service was helpful.,2025-01-31T03:22:17.034
6922,3132,1199,9809,5,"Excellent product, will buy again.",2025-05-03T20:13:06.243
28075,12909,1483,1135,4,Fast shipping and good packaging.,2025-10-28T04:52:10.507
33004,15152,448,2141,5,Color was different from images.,2024-07-07T15:06:51.325
11154,5135,531,4502,4,Item arrived damaged.,2024-10-13T21:48:28.090
7461,3401,1064,1501,4,Decent product for the price.,2024-07-12T19:40:20.427
22346,10320,1095,1791,3,Highly recommend this brand.,2025-08-27T20:19:51.301
14981,6900,824,512,4,Fast shipping and good packaging.,2025-11-02T16:42:26.926
30537,14029,763,410,5,Highly recommend this brand.,2025-03-15T13:52:25.321
12931,5940,1313,3668,3,Value for money.,2024-12-08T13:07:30.116
14638,6747,1763,3124,4,Works perfectly!,2024-05-01T19:41:18.375
31151,14312,514,1881,2,Customer service was helpful.,2025-07-09T16:39:22.219
17079,7889,894,8843,5,"Excellent product, will buy again.",2024-01-02T23:50:49.899
20559,9505,1888,7547,5,"Not as expected, quality is poor.",2024-03-06T04:36:42.779
1677,764,713,6613,4,Value for money.,2024-10-22T00:01:21.643
7658,3491,871,7026,4,Works perfectly!,2025-04-20T19:27:31.116
22998,10613,138,7235,3,Customer service was helpful.,2025-01-28T21:25:12.019
33090,15198,400,6991,4,Customer service was helpful.,2025-02-04T09:31:18.378
17852,8251,1586,163,2,Color was different from images.,2024-01-20T11:11:41.343
39550,18134,1781,5058,3,Decent product for the price.,2024-09-02T23:16:02.428
13931,6410,1164,5819,4,Item arrived damaged.,2025-04-18T20:15:47.461
26790,12328,1947,6911,3,Decent product for the price.,2024-09-18T04:14:07.687
38331,17569,1310,4900,2,Fast shipping and good packaging.,2024-04-13T01:54:19.858
21434,9904,976,387,2,Item arrived damaged.,2024-04-19T13:47:28.050
34446,15813,453,2687,5,Fast shipping and good packaging.,2024-05-21T18:12:29.832
8842,4045,484,56,5,Value for money.,2024-07-25T23:56:34.161
9264,4254,1404,827,2,Customer service was helpful.,2025-07-12T21:44:34.471
31081,14276,231,4457,1,Highly recommend this brand.,2024-10-25T17:12:00.747
14467,6667,663,6449,3,Decent product for the price.,2024-01-08T01:24:20.220
10123,4653,782,2257,4,Color was different from images.,2025-09-09T20:31:53.121
22238,10273,1054,5455,2,Highly recommend this brand.,2024-08-19T10:00:35.846
4766,2165,1377,4141,3,"Not as expected, quality is poor.",2025-02-04T11:37:26.787
15678,7234,987,5411,5,Works perfectly!,2024-08-26T19:34:42.146
38122,17483,1799,8715,3,Item arrived damaged.,2025-08-17T03:39:32.435
33898,15566,924,2121,4,Value for money.,2025-07-19T13:03:13.256
824,370,1129,3571,3,Customer service was helpful.,2025-11-09T07:01:23.931
18534,8557,1527,1905,3,Works perfectly!,2024-12-20T08:29:25.738
28191,12967,390,8517,5,Customer service was helpful.,2024-12-01T23:08:30.763
36671,16821,1179,5538,3,Customer service was helpful.,2024-04-24T07:55:23.167
13137,6035,1464,9465,2,Works perfectly!,2025-02-07T14:48:51.330
38598,17690,1077,3542,4,Highly recommend this brand.,2025-08-25T21:08:25.906
32065,14723,1318,1225,3,"Not as expected, quality is poor.",2025-07-19T22:53:42.252
16781,7749,1571,9493,5,Customer service was helpful.,2024-01-05T15:56:56.432
22386,10343,1579,3382,5,Item arrived damaged.,2024-10-07T17:18:51.234
36120,16589,560,8809,4,Highly recommend this brand.,2024-07-09T02:27:02.696
28587,13151,1485,6033,3,Highly recommend this brand.,2024-03-15T14:05:17.744
4679,2129,1588,3952,5,"Excellent product, will buy again.",2025-07-11T17:51:33.381
7599,3458,1019,3214,4,"Excellent product, will buy again.",2024-03-19T20:41:04.412
26628,12261,1026,5891,4,Highly recommend this brand.,2024-06-22T07:52:55.922
16226,7501,1844,4568,3,"Not as expected, quality is poor.",2024-09-20T15:23:07.256
23096,10656,1841,349,5,Customer service was helpful.,2025-05-29T23:54:11.966
38528,17660,1545,9538,4,"Not as expected, quality is poor.",2024-12-19T09:25:11.944
18246,8430,921,6218,4,"Excellent product, will buy again.",2024-07-08T02:27:43.555
22836,10543,1523,4595,4,Fast shipping and good packaging.,2024-02-10T10:06:34.270
19127,8835,1264,195,4,Works perfectly!,2025-06-30T21:15:28.846
1105,496,173,8484,4,Fast shipping and good packaging.,2025-04-15T08:55:00.868
12001,5522,1254,1404,2,Fast shipping and good packaging.,2024-08-15T02:52:03.068
12687,5825,1964,2197,3,Color was different from images.,2024-07-21T10:43:08.995
13239,6088,96,530,3,Fast shipping and good packaging.,2025-02-05T11:54:08.877
28391,13056,818,1164,1,Works perfectly!,2024-02-27T13:28:38.383
21792,10064,1885,5277,4,Customer service was helpful.,2025-04-29T20:09:45.000
25789,11888,1548,7288,5,Value for money.,2025-01-05T23:13:27.773
2671,1228,640,8120,4,"Not as expected, quality is poor.",2025-04-08T04:36:53.939
19880,9197,1419,1280,2,Highly recommend this brand.,2025-07-01T23:50:39.907
10541,4849,1144,8023,5,Value for money.,2025-03-19T04:43:45.802
6276,2838,1945,9056,5,Fast shipping and good packaging.,2025-04-09T05:00:18.046
38286,17549,514,2519,5,Item arrived damaged.,2024-08-14T01:45:10.141
24458,11285,1741,5032,4,"Excellent product, will buy again.",2025-06-08T16:22:39.049
20784,9608,414,981,2,Works perfectly!,2024-12-25T19:39:25.337
25259,11658,428,9365,3,"Not as expected, quality is poor.",2024-02-04T10:12:11.789
22302,10304,1476,7633,5,Works perfectly!,2024-08-05T10:18:09.672
28694,13203,1671,7479,4,Works perfectly!,2024-10-06T09:28:43.907
19277,8912,1150,462,2,Decent product for the price.,2025-10-09T11:35:40.668
3486,1577,790,620,2,Decent product for the price.,2025-03-17T10:02:50.874
12725,5844,987,2203,4,Color was different from images.,2025-10-02T11:13:12.355
14264,6564,1787,2171,3,Color was different from images.,2025-06-20T10:36:12.428
14060,6474,36,7051,4,Fast shipping and good packaging.,2024-05-27T10:33:09.976
20081,9283,523,8429,5,"Not as expected, quality is poor.",2024-04-29T01:35:25.991
15325,7061,1988,3631,2,Item arrived damaged.,2025-10-15T01:10:49.151
38195,17515,1988,6786,5,Fast shipping and good packaging.,2024-08-05T18:28:07.960
5395,2455,1932,2460,2,Decent product for the price.,2024-12-02T20:14:28.571
17826,8240,1072,9196,3,Highly recommend this brand.,2025-01-25T01:11:59.644
10711,4929,571,2378,4,"Excellent product, will buy again.",2024-11-21T20:55:32.255
26354,12145,395,6406,2,Color was different from images.,2025-02-24T02:24:26.792
31746,14574,508,6310,2,"Not as expected, quality is poor.",2024-04-14T05:11:07.522
7478,3407,1430,413,3,"Not as expected, quality is poor.",2024-07-08T08:17:55.961
21099,9751,1494,1799,1,Works perfectly!,2024-04-19T22:20:26.649
26667,12274,1801,4350,3,Item arrived damaged.,2025-07-02T11:15:24.402
10656,4901,508,5072,5,Value for money.,2024-04-20T02:10:51.692
20770,9602,759,2899,5,"Not as expected, quality is poor.",2025-03-10T17:36:26.302
1660,759,338,8493,2,"Not as expected, quality is poor.",2024-11-11T08:05:13.816
31911,14655,1225,7897,4,Decent product for the price.,2025-02-28T17:10:02.503
20217,9341,120,9923,3,Decent product for the price.,2024-12-11T02:05:15.773
19643,9085,568,1379,5,Customer service was helpful.,2024-08-05T09:19:57.143
18541,8561,1434,8319,2,Works perfectly!,2024-12-08T09:42:04.894
39583,18150,1713,8774,2,Customer service was helpful.,2025-10-21T06:16:44.703
35884,16485,1608,3509,5,Item arrived damaged.,2024-07-27T04:43:42.645
18686,8634,880,5191,4,Customer service was helpful.,2025-07-16T16:35:05.345
37774,17329,570,3459,2,"Not as expected, quality is poor.",2025-04-11T14:09:38.200
6267,2834,1913,2497,5,Customer service was helpful.,2024-10-03T13:48:28.557
21994,10154,883,9728,1,Value for money.,2025-06-01T18:42:23.345
13199,6069,1025,9939,4,Color was different from images.,2025-07-23T14:29:31.569
38191,17513,425,5601,1,Works perfectly!,2024-07-08T12:08:36.895
233,99,620,6836,4,Customer service was helpful.,2024-04-18T23:22:44.863
4829,2196,1133,2010,5,Works perfectly!,2024-04-01T18:42:34.439
21999,10157,88,2850,4,"Not as expected, quality is poor.",2025-07-23T05:26:18.377
23122,10670,233,1420,4,Highly recommend this brand.,2024-07-05T08:16:05.348
4687,2132,322,8534,5,Fast shipping and good packaging.,2024-09-02T19:20:44.220
42077,19314,1852,3094,3,Fast shipping and good packaging.,2025-03-21T05:41:56.829
3020,1375,468,546,3,Color was different from images.,2024-02-14T04:03:37.139
14685,6768,1730,5914,2,Color was different from images.,2025-07-23T07:03:43.869
28350,13038,1802,4961,3,Color was different from images.,2025-06-05T04:01:21.275
22871,10558,891,2021,5,Item arrived damaged.,2024-07-02T21:50:50.884
12329,5664,1713,7605,3,Decent product for the price.,2025-01-27T07:37:02.137
23388,10791,18,9632,3,"Not as expected, quality is poor.",2025-10-26T08:40:08.284
8704,3985,626,4638,4,Item arrived damaged.,2024-12-24T12:19:05.316
34706,15931,878,9420,4,Fast shipping and good packaging.,2025-05-03T13:44:19.066
25351,11697,1714,6385,4,"Not as expected, quality is poor.",2024-04-12T14:40:52.020
20388,9420,1698,9488,3,Fast shipping and good packaging.,2025-03-05T19:46:19.942
18382,8491,1327,1380,4,Highly recommend this brand.,2024-06-10T20:22:30.554
15950,7363,1997,9448,5,Item arrived damaged.,2024-03-06T16:35:09.485
16675,7701,767,7833,4,"Excellent product, will buy again.",2025-09-15T07:36:48.988
20510,9482,654,4845,4,"Excellent product, will buy again.",2024-06-19T16:59:25.517
360,163,335,4111,3,"Not as expected, quality is poor.",2025-03-29T05:47:10.948
7421,3379,1495,2798,5,Customer service was helpful.,2024-08-05T05:53:27.703
37662,17284,1894,8674,4,Decent product for the price.,2024-12-17T23:00:21.591
15852,7317,484,460,4,"Excellent product, will buy again.",2024-05-31T08:38:16.425
15918,7349,789,9293,2,"Not as expected, quality is poor.",2025-01-08T04:38:34.744
34835,15993,320,6257,4,"Not as expected, quality is poor.",2024-05-30T03:10:56.137
15789,7291,1096,8509,4,"Excellent product, will buy again.",2024-04-09T08:17:09.012
26637,12263,194,4298,4,Color was different from images.,2025-01-15T18:47:41.022
37345,17139,1544,1717,5,Fast shipping and good packaging.,2024-05-08T03:13:03.523
6481,2929,1493,4671,3,Decent product for the price.,2024-03-12T11:50:25.492
8966,4104,829,3917,5,Value for money.,2025-02-22T23:28:58.705
14626,6739,1461,3721,5,Value for money.,2025-01-05T23:33:04.392
27108,12463,1980,378,3,Item arrived damaged.,2025-06-11T12:05:13.844
7841,3580,198,840,2,Item arrived damaged.,2025-10-27T09:40:25.327
1705,777,9,2342,2,Fast shipping and good packaging.,2025-09-18T06:08:17.880
7410,3373,663,4679,4,Value for money.,2025-01-31T16:48:30.001
27431,12619,1034,912,2,Color was different from images.,2024-11-28T22:02:24.492
14926,6873,1777,815,3,Works perfectly!,2025-03-25T18:49:32.234
22523,10402,832,1427,3,Item arrived damaged.,2025-11-03T01:31:27.149
6328,2862,1295,9596,2,Customer service was helpful.,2024-10-28T21:48:40.540
35345,16231,951,5931,4,Works perfectly!,2025-05-10T08:46:37.360
2637,1215,411,131,5,"Not as expected, quality is poor.",2025-09-22T05:57:17.554
20726,9580,1245,1912,2,Decent product for the price.,2024-06-10T03:51:53.664
37847,17359,1887,8456,3,Customer service was helpful.,2024-03-30T07:15:07.476
10958,5044,767,8670,3,Decent product for the price.,2024-05-13T04:05:46.311
10600,4878,6,3598,3,"Not as expected, quality is poor.",2025-01-14T06:47:25.027
15281,7040,71,8311,4,Customer service was helpful.,2025-06-19T05:21:47.750
2603,1199,903,826,2,Highly recommend this brand.,2025-05-09T07:02:05.158
19790,9148,907,6016,5,Decent product for the price.,2024-12-05T22:16:10.911
25266,11661,1304,6967,4,Works perfectly!,2025-11-11T16:33:51.499
3748,1695,1711,3659,3,Works perfectly!,2025-01-21T14:50:11.251
29577,13595,1896,9543,5,"Not as expected, quality is poor.",2025-02-20T12:09:22.395
36181,16614,1109,5455,4,Highly recommend this brand.,2024-09-23T03:59:27.545
18940,8743,1233,2227,3,Customer service was helpful.,2025-04-14T11:43:10.308
148,62,908,9887,3,"Not as expected, quality is poor.",2025-02-14T00:19:05.646
8750,4005,244,3208,5,Works perfectly!,2025-07-13T14:20:15.832
6934,3136,679,3098,4,Item arrived damaged.,2025-06-02T21:01:02.712
21843,10088,1913,1408,4,Fast shipping and good packaging.,2024-02-13T23:28:40.270
10786,4965,1955,8345,3,Color was different from images.,2024-01-20T06:02:33.526
11837,5445,357,175,2,Customer service was helpful.,2025-03-21T12:55:59.532
38775,17772,1212,1148,3,Decent product for the price.,2025-02-22T13:31:24.613
8332,3814,1139,318,5,"Excellent product, will buy again.",2024-10-10T07:45:15.481
38366,17587,222,8637,4,Fast shipping and good packaging.,2025-03-02T05:55:25.760
18531,8556,1174,5721,5,Item arrived damaged.,2024-05-21T22:36:44.746
43491,19990,310,9792,5,Works perfectly!,2025-10-15T20:20:43.332
21897,10118,80,1837,4,Customer service was helpful.,2025-07-22T16:37:16.043
19381,8964,1839,2133,3,Item arrived damaged.,2025-01-02T08:53:32.459
5172,2352,716,5460,3,Decent product for the price.,2024-09-07T09:39:17.346
15724,7257,868,5913,5,Customer service was helpful.,2024-09-09T02:21:03.606
4147,1890,1796,7617,5,Fast shipping and good packaging.,2024-10-13T13:42:12.864
34369,15780,129,8940,3,"Excellent product, will buy again.",2025-07-11T22:23:00.786
21806,10072,61,3505,4,Item arrived damaged.,2024-12-20T19:15:36.810
36344,16694,898,9364,4,Customer service was helpful.,2024-08-10T15:49:11.964
24824,11450,354,6295,4,Item arrived damaged.,2024-08-25T10:23:03.561
1599,728,1211,892,4,"Excellent product, will buy again.",2025-01-15T13:34:09.915
35475,16294,1239,3752,3,Decent product for the price.,2025-01-26T00:14:05.803
36674,16824,1998,9604,4,"Excellent product, will buy again.",2024-02-03T15:34:34.153
26405,12166,1885,1118,3,Customer service was helpful.,2024-09-12T03:39:27.333
665,295,910,7518,2,"Not as expected, quality is poor.",2024-11-26T04:30:32.777
2672,1228,377,8120,4,"Excellent product, will buy again.",2025-11-14T13:25:44.426
1732,789,1291,4485,4,"Excellent product, will buy again.",2024-01-23T16:37:53.198
9680,4456,1041,564,5,Color was different from images.,2025-10-11T19:16:06.082
25015,11546,1183,1011,2,Customer service was helpful.,2024-10-01T18:07:51.200
5305,2415,1044,2736,5,Works perfectly!,2025-05-19T00:36:30.891
33795,15521,1645,7587,4,Color was different from images.,2025-03-26T13:29:29.562
39335,18039,305,8953,3,Customer service was helpful.,2025-01-20T18:24:36.895
37410,17175,646,5085,4,Decent product for the price.,2024-08-08T17:49:48.133
40065,18372,1495,7688,3,"Not as expected, quality is poor.",2025-07-10T12:42:56.960
15639,7217,714,8215,4,Customer service was helpful.,2025-03-14T00:26:39.917
26627,12260,1736,5021,2,Decent product for the price.,2024-08-22T05:12:50.419
9101,4174,10,8267,5,Fast shipping and good packaging.,2025-08-21T05:21:12.219
24226,11181,762,8344,3,Fast shipping and good packaging.,2024-01-14T02:20:48.698
10493,4831,81,8766,5,Fast shipping and good packaging.,2024-03-09T13:49:23.481
43142,19833,414,9016,3,"Not as expected, quality is poor.",2025-06-29T07:18:18.252
36438,16734,1645,1008,3,Color was different from images.,2025-06-24T16:57:33.084
17408,8038,1377,2951,3,Highly recommend this brand.,2025-04-19T16:32:00.962
15635,7215,376,7314,2,Customer service was helpful.,2025-07-21T18:46:37.918
41474,19025,8,6408,5,Value for money.,2025-02-03T10:43:15.562
13353,6142,737,3998,5,Color was different from images.,2024-01-22T18:57:57.753
41493,19035,1921,9193,5,Color was different from images.,2024-11-21T19:09:19.291
11121,5119,1825,4576,5,Item arrived damaged.,2024-08-15T11:36:33.774
27376,12589,1332,2334,3,"Excellent product, will buy again.",2024-08-16T22:09:16.534
270,117,1564,1913,4,Fast shipping and good packaging.,2025-09-30T20:18:01.711
6234,2819,1123,858,4,"Excellent product, will buy again.",2025-04-12T21:17:53.855
17526,8094,1260,1750,3,Highly recommend this brand.,2024-04-21T09:30:05.797
34362,15777,451,21,4,Works perfectly!,2025-02-22T16:34:15.802
3561,1612,223,6943,2,"Excellent product, will buy again.",2024-10-13T11:10:12.026
26256,12094,1077,5660,3,Works perfectly!,2024-11-03T01:30:51.763
5069,2313,1782,8752,4,Customer service was helpful.,2024-12-04T22:41:09.027
28879,13285,7,1714,4,Customer service was helpful.,2025-04-20T21:56:14.321
29978,13779,1905,2456,4,Customer service was helpful.,2025-04-16T18:09:16.488
7584,3452,691,8541,3,"Excellent product, will buy again.",2024-01-27T01:34:34.066
22203,10259,1322,7909,5,Color was different from images.,2024-04-24T00:35:55.259
32911,15107,567,9621,5,Item arrived damaged.,2024-10-20T12:21:52.867
1989,917,1593,36,4,"Excellent product, will buy again.",2025-06-21T17:49:34.795
761,340,74,4737,4,Decent product for the price.,2025-02-16T07:09:07.657
13039,5989,414,8717,2,"Not as expected, quality is poor.",2024-10-31T23:25:01.619
42863,19702,1784,3606,4,"Excellent product, will buy again.",2024-01-25T19:59:01.229
43164,19845,993,5893,4,Color was different from images.,2025-09-17T20:40:50.570
15828,7308,503,427,4,Highly recommend this brand.,2024-09-19T08:24:25.944
5565,2537,612,8970,5,"Not as expected, quality is poor.",2025-05-10T11:22:32.750
4396,2008,1511,4084,3,"Excellent product, will buy again.",2025-04-18T00:59:35.865
14337,6602,589,795,4,Customer service was helpful.,2024-05-17T22:58:36.873
21945,10135,1410,8219,4,"Not as expected, quality is poor.",2025-04-16T05:04:45.821
35968,16521,48,5902,4,Highly recommend this brand.,2024-10-05T21:06:44.727
